"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"12407","GO:0048251",0.0326274826448726,0.992912805601588,6,11,"elastic fiber assembly","BP"
"4163","GO:0009058",0.0326599817278104,0.96991513401566,1755,7130,"biosynthetic process","BP"
"11439","GO:0045589",0.0326731898015228,0.986493860061022,13,33,"regulation of regulatory T cell differentiation","BP"
"5109","GO:0015026",0.0327048776637585,0.983126789473809,21,59,"coreceptor activity","MF"
"15365","GO:0070949",0.0327183734950973,0.997921120360024,3,4,"regulation of neutrophil mediated killing of symbiont cell","BP"
"185","GO:0000425",0.0328315211854352,0.992856927177599,6,11,"pexophagy","BP"
"19949","GO:1903722",0.0328409329449919,0.996136913616321,4,6,"regulation of centriole elongation","BP"
"11405","GO:0045475",0.032848712196426,0.99033024242966,8,17,"locomotor rhythm","BP"
"18058","GO:0140110",0.0331494510052099,0.970874091804575,469,1800,"transcription regulator activity","MF"
"4527","GO:0010039",0.0333131815864963,0.987568778256845,11,26,"response to iron ion","BP"
"16310","GO:0080164",0.0333152956092454,0.982730175207206,21,60,"regulation of nitric oxide metabolic process","BP"
"5919","GO:0016832",0.0334650910358222,0.993900958272376,5,9,"aldehyde-lyase activity","MF"
"17505","GO:0099522",0.0334669597156995,0.9856637061655,14,35,"cytosolic region","CC"
"10793","GO:0043369",0.0335856194770698,0.985605226079695,14,35,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","BP"
"259","GO:0000785",0.0336301095042032,0.971121391833076,327,1252,"chromatin","CC"
"13054","GO:0051050",0.0336433078043434,0.972071611454349,217,808,"positive regulation of transport","BP"
"13123","GO:0051154",0.033662587167691,0.985475025104454,14,36,"negative regulation of striated muscle cell differentiation","BP"
"22078","GO:2001280",0.0337670218189607,0.995989543239605,4,6,"positive regulation of unsaturated fatty acid biosynthetic process","BP"
"566","GO:0001779",0.0337697801014801,0.988133568526886,10,23,"natural killer cell differentiation","BP"
"13350","GO:0051607",0.0338551405802607,0.974932241357244,85,298,"defense response to virus","BP"
"11705","GO:0046054",0.034009253911383,0.995950744419027,4,6,"dGMP metabolic process","BP"
"5175","GO:0015171",0.0340834592439372,0.980242532711361,29,86,"amino acid transmembrane transporter activity","MF"
"9931","GO:0036465",0.0341134687867497,0.980223438834065,29,86,"synaptic vesicle recycling","BP"
"12365","GO:0048147",0.0341137722156122,0.985803001683425,13,33,"negative regulation of fibroblast proliferation","BP"
"7557","GO:0031344",0.0342198202900015,0.972161090849625,177,636,"regulation of cell projection organization","BP"
"380","GO:0001216",0.0342294826278199,0.97334219623693,121,430,"DNA-binding transcription activator activity","MF"
"863","GO:0002200",0.0342638663654118,0.980806034387223,26,76,"somatic diversification of immune receptors","BP"
"8014","GO:0032273",0.0342740055601402,0.980093663048256,29,87,"positive regulation of protein polymerization","BP"
"21365","GO:1990874",0.0343155101411694,0.9818940017477,22,62,"vascular associated smooth muscle cell proliferation","BP"
"12054","GO:0046854",0.0343164444333598,0.982969255540038,19,51,"phosphatidylinositol phosphate biosynthetic process","BP"
"14153","GO:0060627",0.0343737244118879,0.972707941344998,141,509,"regulation of vesicle-mediated transport","BP"
"21220","GO:1990535",0.0343873244129977,0.992427638873986,6,11,"neuron projection maintenance","BP"
"14619","GO:0061665",0.0344234639647694,0.990962842220443,7,14,"SUMO ligase activity","MF"
"10100","GO:0039532",0.0346828235987911,0.982651315781038,19,53,"negative regulation of cytoplasmic pattern recognition receptor signaling pathway","BP"
"11027","GO:0044088",0.0347699414654965,0.981931985557844,21,59,"regulation of vacuole organization","BP"
"10541","GO:0042887",0.0347898190918936,0.98491435459684,14,36,"amide transmembrane transporter activity","MF"
"11402","GO:0045454",0.0348701543769152,0.984202164463808,15,41,"cell redox homeostasis","BP"
"15520","GO:0071305",0.0348703553176413,0.988570376302248,9,20,"cellular response to vitamin D","BP"
"5783","GO:0016567",0.0348810917910618,0.971409241025059,188,691,"protein ubiquitination","BP"
"2477","GO:0005332",0.0348898550402436,0.995808825061697,4,6,"gamma-aminobutyric acid:sodium:chloride symporter activity","MF"
"21481","GO:2000147",0.0349874844224244,0.971911975767691,154,562,"positive regulation of cell motility","BP"
"11175","GO:0044770",0.035000068344575,0.972052973237165,147,533,"cell cycle phase transition","BP"
"11978","GO:0046643",0.0350043863309374,0.99225582244565,6,11,"regulation of gamma-delta T cell activation","BP"
"3573","GO:0007264",0.0350475342851565,0.972316185652055,135,477,"small GTPase-mediated signal transduction","BP"
"2424","GO:0005225",0.0350762906954417,0.992235744550158,6,11,"volume-sensitive anion channel activity","MF"
"926","GO:0002313",0.0350782303606284,0.985961567644647,12,30,"mature B cell differentiation involved in immune response","BP"
"12623","GO:0048731",0.0351343963798922,0.968058841636814,961,3774,"system development","BP"
"10179","GO:0042116",0.0351645364071083,0.978856211467114,32,100,"macrophage activation","BP"
"10941","GO:0043615",0.0351721298189782,0.993495721556708,5,9,"astrocyte cell migration","BP"
"15093","GO:0070424",0.0353247668186737,0.990669758195505,7,14,"regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","BP"
"16980","GO:0097427",0.0354343665161053,0.995720391812576,4,6,"microtubule bundle","CC"
"563","GO:0001776",0.0354691806028323,0.978152740392278,35,109,"leukocyte homeostasis","BP"
"12940","GO:0050869",0.0355326586895709,0.985749451213117,12,30,"negative regulation of B cell activation","BP"
"21638","GO:2000392",0.0355705115536823,0.992097425105375,6,11,"regulation of lamellipodium morphogenesis","BP"
"15561","GO:0071361",0.0355874279098049,0.99058398138104,7,14,"cellular response to ethanol","BP"
"1545","GO:0003415",0.0355977773154206,0.995693752076884,4,6,"chondrocyte hypertrophy","BP"
"7446","GO:0031098",0.0356023924428745,0.981779495358916,20,56,"stress-activated protein kinase signaling cascade","BP"
"7402","GO:0031012",0.0358195295250139,0.971455169766983,143,521,"extracellular matrix","CC"
"7972","GO:0032205",0.0358540971978858,0.983852272064333,15,39,"negative regulation of telomere maintenance","BP"
"12568","GO:0048641",0.035931489657816,0.987227604966144,10,23,"regulation of skeletal muscle tissue development","BP"
"7253","GO:0030659",0.0360139843653897,0.969120727044806,313,1187,"cytoplasmic vesicle membrane","CC"
"934","GO:0002322",0.0360440531110396,0.995620763791088,4,6,"B cell proliferation involved in immune response","BP"
"4081","GO:0008654",0.036048529598465,0.974157540084618,69,234,"phospholipid biosynthetic process","BP"
"13497","GO:0051924",0.0360487413478334,0.974212702476565,68,232,"regulation of calcium ion transport","BP"
"20845","GO:1905508",0.0360506044631611,0.983840394387684,15,38,"protein localization to microtubule organizing center","BP"
"13377","GO:0051656",0.0361118508678838,0.97154696663942,130,467,"establishment of organelle localization","BP"
"2580","GO:0005593",0.0361390685387955,0.995605179759215,4,6,"FACIT collagen trimer","CC"
"8170","GO:0032481",0.0361480917871614,0.979887743600564,25,73,"positive regulation of type I interferon production","BP"
"296","GO:0000902",0.0361774426368229,0.969472162806094,257,941,"cell morphogenesis","BP"
"7033","GO:0030198",0.0362677248893117,0.972788621601241,91,315,"extracellular matrix organization","BP"
"12687","GO:0048872",0.0363700940523721,0.97264815488239,92,322,"homeostasis of number of cells","BP"
"7316","GO:0030857",0.0364540611533044,0.982970157169161,16,43,"negative regulation of epithelial cell differentiation","BP"
"4487","GO:0009898",0.0364727513836747,0.975675498131572,48,155,"cytoplasmic side of plasma membrane","CC"
"7671","GO:0031579",0.0364832128256259,0.986022806000978,11,27,"membrane raft organization","BP"
"8599","GO:0033151",0.0364952952894585,0.989011458872825,8,17,"V(D)J recombination","BP"
"2565","GO:0005576",0.0365516867140263,0.966823179482992,890,3617,"extracellular region","CC"
"10827","GO:0043409",0.0365578520569434,0.975942968273467,45,146,"negative regulation of MAPK cascade","BP"
"14555","GO:0061523",0.0366636674595405,0.995518858682298,4,6,"cilium disassembly","BP"
"13880","GO:0060236",0.0366805020955228,0.982849606318848,16,43,"regulation of mitotic spindle organization","BP"
"4812","GO:0010824",0.0366838270922013,0.982393890713602,17,46,"regulation of centrosome duplication","BP"
"1161","GO:0002699",0.0367498755131483,0.9734542350734,71,247,"positive regulation of immune effector process","BP"
"6844","GO:0022408",0.0369032677110986,0.974501853864865,56,189,"negative regulation of cell-cell adhesion","BP"
"6922","GO:0030015",0.0369651988475556,0.995469030035671,4,6,"CCR4-NOT core complex","CC"
"2104","GO:0004706",0.0371102416726281,0.991662976291109,6,11,"JUN kinase kinase kinase activity","MF"
"20668","GO:1905097",0.0371383635853233,0.99544034436926,4,6,"regulation of guanyl-nucleotide exchange factor activity","BP"
"677","GO:0001932",0.0371675317205733,0.969610442805652,179,659,"regulation of protein phosphorylation","BP"
"12320","GO:0048010",0.0371875797886886,0.980866932812612,20,56,"vascular endothelial growth factor receptor signaling pathway","BP"
"5899","GO:0016799",0.0372486564106791,0.983585812556151,14,37,"hydrolase activity, hydrolyzing N-glycosyl compounds","MF"
"8564","GO:0033083",0.0373453306665002,0.991153604719727,6,12,"regulation of immature T cell proliferation","BP"
"8565","GO:0033084",0.0373453306665002,0.991153604719727,6,12,"regulation of immature T cell proliferation in thymus","BP"
"4659","GO:0010586",0.0373589867232809,0.977120994705867,34,103,"miRNA metabolic process","BP"
"4350","GO:0009313",0.037376873684569,0.989995290130507,7,14,"oligosaccharide catabolic process","BP"
"3107","GO:0006517",0.0373879213917108,0.987573496083373,9,20,"protein deglycosylation","BP"
"14865","GO:0070026",0.0376348043462474,0.99746149097718,3,4,"nitric oxide binding","MF"
"8573","GO:0033106",0.0376789232250651,0.992889213998116,5,9,"cis-Golgi network membrane","CC"
"19300","GO:1902226",0.0377209193811358,0.997453181078405,3,4,"regulation of macrophage colony-stimulating factor signaling pathway","BP"
"10678","GO:0043178",0.0377663548860803,0.978048062093725,28,85,"alcohol binding","MF"
"2076","GO:0004661",0.0378400677943629,0.995323584206835,4,6,"protein geranylgeranyltransferase activity","MF"
"21789","GO:2000628",0.0378416474813813,0.977837438409298,29,86,"regulation of miRNA metabolic process","BP"
"7556","GO:0031343",0.0378478571479195,0.978999045561427,24,73,"positive regulation of cell killing","BP"
"13108","GO:0051136",0.0378497702606975,0.995321963948986,4,6,"regulation of NK T cell differentiation","BP"
"12570","GO:0048643",0.0378526301927591,0.98851238674486,8,17,"positive regulation of skeletal muscle tissue development","BP"
"11262","GO:0045066",0.0379619560418905,0.983223503883506,14,37,"regulatory T cell differentiation","BP"
"1150","GO:0002688",0.0382007826255814,0.976049443986255,36,117,"regulation of leukocyte chemotaxis","BP"
"10702","GO:0043217",0.0382317446327756,0.988372221555668,8,17,"myelin maintenance","BP"
"295","GO:0000900",0.0384231716936644,0.988301321158528,8,17,"mRNA regulatory element binding translation repressor activity","MF"
"13053","GO:0051049",0.0385260413852273,0.966402925269269,390,1497,"regulation of transport","BP"
"15781","GO:0071723",0.0385356046605566,0.992678907073371,5,9,"lipopeptide binding","MF"
"4425","GO:0009650",0.0385901496461022,0.990780339259821,6,12,"UV protection","BP"
"7172","GO:0030450",0.0386751337141076,0.992644509987833,5,9,"regulation of complement activation, classical pathway","BP"
"2230","GO:0004896",0.0387303068769094,0.97693094920505,30,93,"cytokine receptor activity","MF"
"10523","GO:0042826",0.038789486817817,0.975546238723204,37,117,"histone deacetylase binding","MF"
"8337","GO:0032741",0.0387902648690085,0.992616097306963,5,9,"positive regulation of interleukin-18 production","BP"
"19310","GO:1902237",0.038799380162055,0.992613846619891,5,9,"positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","BP"
"10265","GO:0042325",0.0388890510648583,0.967926885489277,192,711,"regulation of phosphorylation","BP"
"8393","GO:0032814",0.0390456451479412,0.982577933486112,14,38,"regulation of natural killer cell activation","BP"
"7184","GO:0030502",0.0390615719375214,0.987799097465003,8,18,"negative regulation of bone mineralization","BP"
"10614","GO:0043062",0.0391434426221978,0.970507936627834,91,316,"extracellular structure organization","BP"
"19214","GO:1902018",0.0391514751382061,0.986866237297894,9,20,"negative regulation of cilium assembly","BP"
"1912","GO:0004435",0.0392157459259121,0.985829717529141,10,23,"phosphatidylinositol phospholipase C activity","MF"
"14589","GO:0061614",0.039243470946121,0.977701683195134,26,76,"miRNA transcription","BP"
"7077","GO:0030252",0.0392452614203847,0.990582511084647,6,12,"growth hormone secretion","BP"
"19636","GO:1903038",0.0392622418758505,0.974522528232949,41,135,"negative regulation of leukocyte cell-cell adhesion","BP"
"6004","GO:0017020",0.0392905035782523,0.995079624765142,4,6,"myosin phosphatase regulator activity","MF"
"4863","GO:0010896",0.0394671348377714,0.992448505282594,5,9,"regulation of triglyceride catabolic process","BP"
"20091","GO:1903978",0.0394698039431291,0.987643902377519,8,18,"regulation of microglial cell activation","BP"
"22077","GO:2001279",0.0394781665651247,0.992445766079058,5,9,"regulation of unsaturated fatty acid biosynthetic process","BP"
"11601","GO:0045860",0.0395049724227295,0.971735806068749,66,224,"positive regulation of protein kinase activity","BP"
"12086","GO:0046907",0.0398733124171531,0.96544612175073,350,1332,"intracellular transport","BP"
"10718","GO:0043237",0.0399231593781354,0.994972122623707,4,6,"laminin-1 binding","MF"
"20326","GO:1904431",0.0399472727299577,0.997235327512524,3,4,"positive regulation of t-circle formation","BP"
"327","GO:0000978",0.0399842766292636,0.965847370892177,286,1077,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"1074","GO:0002538",0.0400487342987572,0.997225262071694,3,4,"arachidonate metabolite production involved in inflammatory response","BP"
"17404","GO:0099023",0.0400770743021995,0.978048665538426,23,67,"vesicle tethering complex","CC"
"11071","GO:0044300",0.0400976598531323,0.994942355585509,4,6,"cerebellar mossy fiber","CC"
"13341","GO:0051596",0.0401427141440255,0.997215928267921,3,4,"methylglyoxal catabolic process","BP"
"14650","GO:0061727",0.0401427141440255,0.997215928267921,3,4,"methylglyoxal catabolic process to lactate","BP"
"9097","GO:0034502",0.040191931978713,0.974384615585621,38,122,"protein localization to chromosome","BP"
"16168","GO:0072530",0.0402717256880061,0.982042506155957,14,37,"purine-containing compound transmembrane transport","BP"
"10824","GO:0043406",0.0404112804475678,0.977204182774003,25,74,"positive regulation of MAP kinase activity","BP"
"19602","GO:1902991",0.0404300685123794,0.980837033463439,16,43,"regulation of amyloid precursor protein catabolic process","BP"
"13758","GO:0060055",0.0404330799848113,0.983431324955507,12,30,"angiogenesis involved in wound healing","BP"
"19322","GO:1902262",0.0404822066714925,0.997182126216771,3,4,"apoptotic process involved in blood vessel morphogenesis","BP"
"10126","GO:0040017",0.0404823384723948,0.9672376605152,157,576,"positive regulation of locomotion","BP"
"19605","GO:1902994",0.0405021243789353,0.997180138970765,3,4,"regulation of phospholipid efflux","BP"
"19606","GO:1902995",0.0405021243789353,0.997180138970765,3,4,"positive regulation of phospholipid efflux","BP"
"4969","GO:0014037",0.040612895283864,0.979773984191388,18,49,"Schwann cell differentiation","BP"
"8485","GO:0032963",0.0406866553114095,0.975407336806129,31,97,"collagen metabolic process","BP"
"6440","GO:0019770",0.0408538406230673,0.997144972348432,3,4,"IgG receptor activity","MF"
"10810","GO:0043388",0.0409010003634435,0.982257965031516,13,35,"positive regulation of DNA binding","BP"
"1062","GO:0002520",0.0410133441151841,0.971286413949612,58,194,"immune system development","BP"
"15863","GO:0071888",0.0410357563027679,0.990037022135478,6,12,"macrophage apoptotic process","BP"
"2671","GO:0005773",0.041145406019889,0.965556940881336,220,831,"vacuole","CC"
"1182","GO:0002720",0.0413375469547546,0.976305195312197,26,78,"positive regulation of cytokine production involved in immune response","BP"
"13299","GO:0051493",0.0413468348799188,0.966919424816239,141,508,"regulation of cytoskeleton organization","BP"
"4670","GO:0010606",0.0414023562666326,0.994718224280942,4,6,"positive regulation of cytoplasmic mRNA processing body assembly","BP"
"493","GO:0001666",0.0414227953458786,0.969232299153202,81,281,"response to hypoxia","BP"
"20284","GO:1904357",0.0415040612697744,0.982917484542493,12,30,"negative regulation of telomere maintenance via telomere lengthening","BP"
"10742","GO:0043273",0.0415237388198282,0.994697232185788,4,6,"CTPase activity","MF"
"10474","GO:0042744",0.0415409687438397,0.98430216097837,10,26,"hydrogen peroxide catabolic process","BP"
"12547","GO:0048598",0.0417065614981298,0.966194163853011,158,575,"embryonic morphogenesis","BP"
"14017","GO:0060426",0.0417249982756995,0.991882749087485,5,9,"lung vasculature development","BP"
"2607","GO:0005655",0.0417709441630547,0.993681902362448,4,7,"nucleolar ribonuclease P complex","CC"
"4811","GO:0010821",0.0417750402990572,0.973801153239743,35,113,"regulation of mitochondrion organization","BP"
"9953","GO:0036500",0.041780875465775,0.991868618576541,5,9,"ATF6-mediated unfolded protein response","BP"
"14099","GO:0060541",0.0417900043050365,0.970182918454274,64,214,"respiratory system development","BP"
"7428","GO:0031076",0.0418609593380546,0.981330516209147,14,36,"embryonic camera-type eye development","BP"
"21","GO:0000041",0.041893897267853,0.974634314173596,31,96,"transition metal ion transport","BP"
"119","GO:0000271",0.0419362121126868,0.977715379943708,21,59,"polysaccharide biosynthetic process","BP"
"11345","GO:0045229",0.0420114056675098,0.968222766140166,91,317,"external encapsulating structure organization","BP"
"3439","GO:0007009",0.0420466460632536,0.97172085378738,47,156,"plasma membrane organization","BP"
"3075","GO:0006469",0.0420728123782296,0.972278060626735,43,140,"negative regulation of protein kinase activity","BP"
"8267","GO:0032637",0.0421492415916024,0.975716907048849,26,80,"interleukin-8 production","BP"
"8295","GO:0032677",0.0421492415916024,0.975716907048849,26,80,"regulation of interleukin-8 production","BP"
"13306","GO:0051503",0.0421701110598956,0.981063185018971,14,37,"adenine nucleotide transport","BP"
"12363","GO:0048145",0.0421886037607756,0.975168251489234,28,86,"regulation of fibroblast proliferation","BP"
"814","GO:0002116",0.0423265117610486,0.98832916319741,7,14,"semaphorin receptor complex","CC"
"13076","GO:0051093",0.0424478301177822,0.964324775263037,228,858,"negative regulation of developmental process","BP"
"19260","GO:1902116",0.0426012290207504,0.97913482166982,17,46,"negative regulation of organelle assembly","BP"
"10944","GO:0043625",0.0427305020718767,0.996954953665401,3,4,"delta DNA polymerase complex","CC"
"3671","GO:0007567",0.042739128407987,0.989511673533955,6,12,"parturition","BP"
"13200","GO:0051298",0.0428046481376849,0.975702612790332,25,74,"centrosome duplication","BP"
"5781","GO:0016561",0.0428076580160093,0.996947056199068,3,4,"protein import into peroxisome matrix, translocation","BP"
"928","GO:0002315",0.0428093710198199,0.991607427693131,5,9,"marginal zone B cell differentiation","BP"
"7518","GO:0031269",0.0428250004997951,0.987780540261987,7,15,"pseudopodium assembly","BP"
"3658","GO:0007520",0.042871512971934,0.979510563560584,16,43,"myoblast fusion","BP"
"8398","GO:0032823",0.0428751988531543,0.989469442226985,6,12,"regulation of natural killer cell differentiation","BP"
"20235","GO:1904263",0.0429085067472706,0.97833195716443,18,51,"positive regulation of TORC1 signaling","BP"
"19198","GO:1901987",0.0430594805967685,0.966125955916832,120,433,"regulation of cell cycle phase transition","BP"
"18435","GO:0141060",0.0430829377386214,0.973831825146192,30,102,"disruption of anatomical structure in another organism","BP"
"8133","GO:0032434",0.0431808980968783,0.972146111010378,39,125,"regulation of proteasomal ubiquitin-dependent protein catabolic process","BP"
"13990","GO:0060390",0.0432527906220919,0.976872032121939,21,60,"regulation of SMAD protein signal transduction","BP"
"13993","GO:0060395",0.0433515257551847,0.975064122849058,26,77,"SMAD protein signal transduction","BP"
"9526","GO:0035655",0.0434198717829125,0.991451408608955,5,9,"interleukin-18-mediated signaling pathway","BP"
"15551","GO:0071351",0.0434198717829125,0.991451408608955,5,9,"cellular response to interleukin-18","BP"
"21248","GO:1990599",0.0434484174828743,0.996881212062957,3,4,"3' overhang single-stranded DNA endodeoxyribonuclease activity","MF"
"19913","GO:1903626",0.0434858279428791,0.996877353596189,3,4,"positive regulation of DNA catabolic process","BP"
"14194","GO:0060699",0.0435040982375313,0.996875468653827,3,4,"regulation of endoribonuclease activity","BP"
"147","GO:0000323",0.0435322286187134,0.963847920816754,197,741,"lytic vacuole","CC"
"2663","GO:0005764",0.0435322286187134,0.963847920816754,197,741,"lysosome","CC"
"599","GO:0001818",0.0436187680453255,0.967724793534304,77,272,"negative regulation of cytokine production","BP"
"14805","GO:0062099",0.0436341209429661,0.986039362798882,8,18,"negative regulation of programmed necrotic cell death","BP"
"933","GO:0002320",0.0436963174253575,0.983678218815322,10,24,"lymphoid progenitor cell differentiation","BP"
"4059","GO:0008612",0.0437156281830171,1,2,2,"peptidyl-lysine modification to peptidyl-hypusine","BP"
"12299","GO:0047946",0.043724468785029,1,2,2,"glutamine N-acyltransferase activity","MF"
"11395","GO:0045428",0.0437462673763381,0.976915130795224,20,58,"regulation of nitric oxide biosynthetic process","BP"
"2981","GO:0006303",0.0437764943610041,0.975402150139413,24,71,"double-strand break repair via nonhomologous end joining","BP"
"21255","GO:1990622",0.043799971183336,1,2,2,"CHOP-ATF3 complex","CC"
"7023","GO:0030182",0.0438102919659444,0.961910659471082,355,1338,"neuron differentiation","BP"
"12025","GO:0046777",0.0438302330194552,0.96977338242709,53,171,"protein autophosphorylation","BP"
"16460","GO:0090119",0.0438473470925086,0.99134173248895,5,9,"vesicle-mediated cholesterol transport","BP"
"891","GO:0002262",0.0438886240698938,0.969773271075732,52,173,"myeloid cell homeostasis","BP"
"3868","GO:0008286",0.0439155455309018,0.971840799808961,38,120,"insulin receptor signaling pathway","BP"
"8155","GO:0032465",0.0440420941860174,0.97374265367638,29,88,"regulation of cytokinesis","BP"
"13719","GO:0060011",0.0440557707148281,0.996818377591969,3,4,"Sertoli cell proliferation","BP"
"12894","GO:0050803",0.0441796130909285,0.966690238440801,88,300,"regulation of synapse structure or activity","BP"
"1818","GO:0004198",0.0442453138321895,0.987276644598167,7,15,"calcium-dependent cysteine-type endopeptidase activity","MF"
"14614","GO:0061654",0.044337608327888,1,2,2,"NEDD8 conjugating enzyme activity","MF"
"5714","GO:0016434",0.044373807882113,0.996785311136521,3,4,"rRNA (cytosine) methyltransferase activity","MF"
"13840","GO:0060171",0.0443749761177891,0.994197385707178,4,6,"stereocilium membrane","CC"
"14839","GO:0062208",0.0444181257012277,0.975000886947811,24,71,"positive regulation of pattern recognition receptor signaling pathway","BP"
"19600","GO:1902988",0.044523834261861,0.996769673934576,3,4,"neurofibrillary tangle assembly","BP"
"13431","GO:0051781",0.0446206965055462,0.973585937415141,28,86,"positive regulation of cell division","BP"
"7579","GO:0031398",0.0446518638915904,0.972303564968788,33,104,"positive regulation of protein ubiquitination","BP"
"15101","GO:0070432",0.0446691879651856,0.991129885365844,5,9,"regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","BP"
"13124","GO:0051155",0.0446827770652123,0.97975537747193,14,37,"positive regulation of striated muscle cell differentiation","BP"
"7528","GO:0031293",0.0447095246043323,0.988896369467115,6,12,"membrane protein intracellular domain proteolysis","BP"
"6927","GO:0030021",0.0447525858638604,0.985601944838939,8,18,"extracellular matrix structural constituent conferring compression resistance","MF"
"15155","GO:0070534",0.0450590232656669,0.975347089204767,22,64,"protein K63-linked ubiquitination","BP"
"16114","GO:0072331",0.0451187944306,0.968837879117523,52,175,"signal transduction by p53 class mediator","BP"
"12896","GO:0050805",0.0451246466287297,0.976156644241066,20,57,"negative regulation of synaptic transmission","BP"
"13950","GO:0060338",0.0451348448885089,0.978179816940936,16,44,"regulation of type I interferon-mediated signaling pathway","BP"
"4753","GO:0010731",0.0451466320479222,1,2,2,"protein glutathionylation","BP"
"4754","GO:0010732",0.0451466320479222,1,2,2,"regulation of protein glutathionylation","BP"
"4755","GO:0010734",0.0451466320479222,1,2,2,"negative regulation of protein glutathionylation","BP"
"15812","GO:0071797",0.0452222467517878,0.996696551480615,3,4,"LUBAC complex","CC"
"1047","GO:0002491",0.0452609405773577,1,2,2,"antigen processing and presentation of endogenous peptide antigen via MHC class II","BP"
"20969","GO:1905780",0.0453705073869216,1,2,2,"regulation of phosphatidylserine exposure on apoptotic cell surface","BP"
"20970","GO:1905782",0.0453705073869216,1,2,2,"positive regulation of phosphatidylserine exposure on apoptotic cell surface","BP"
"3422","GO:0006979",0.0453859091236539,0.964883930722188,103,372,"response to oxidative stress","BP"
"11561","GO:0045786",0.0454529952256389,0.96471035684556,106,380,"negative regulation of cell cycle","BP"
"7339","GO:0030887",0.0454873709558448,1,2,2,"positive regulation of myeloid dendritic cell activation","BP"
"12779","GO:0050483",0.045601078399674,0.996656664006812,3,4,"IMP 5'-nucleotidase activity","MF"
"5758","GO:0016514",0.0456489544281007,0.980905714833557,12,30,"SWI/SNF complex","CC"
"3485","GO:0007095",0.0456717558901525,0.979237102876711,14,37,"mitotic G2 DNA damage checkpoint signaling","BP"
"9152","GO:0034654",0.0457192385678696,0.958078788814296,1089,4362,"nucleobase-containing compound biosynthetic process","BP"
"8310","GO:0032695",0.0457777141244955,0.985198694063109,8,18,"negative regulation of interleukin-12 production","BP"
"20454","GO:1904705",0.0457889728533263,0.975345841800651,21,60,"regulation of vascular associated smooth muscle cell proliferation","BP"
"16149","GO:0072429",0.0458291989514692,0.996632569119756,3,4,"response to intra-S DNA damage checkpoint signaling","BP"
"904","GO:0002278",0.0458796628436047,0.992830011900325,4,7,"eosinophil activation involved in immune response","BP"
"10765","GO:0043308",0.0458796628436047,0.992830011900325,4,7,"eosinophil degranulation","BP"
"3717","GO:0008021",0.0459306127132386,0.966988075122616,64,218,"synaptic vesicle","CC"
"7702","GO:0031640",0.046000215259438,0.97212340352443,29,99,"killing of cells of another organism","BP"
"18436","GO:0141061",0.046000215259438,0.97212340352443,29,99,"disruption of cell in another organism","BP"
"560","GO:0001773",0.0460026816701113,0.98146773553091,11,28,"myeloid dendritic cell activation","BP"
"13506","GO:0051936",0.0460308458744639,0.996611223069459,3,4,"gamma-aminobutyric acid reuptake","BP"
"417","GO:0001537",0.0460897111190283,0.996604983303732,3,4,"N-acetylgalactosamine 4-O-sulfotransferase activity","MF"
"16645","GO:0090434",0.0461141907399881,0.996602387329619,3,4,"oleoyl-CoA ligase activity","MF"
"19687","GO:1903169",0.0461296066470304,0.968624732796858,48,159,"regulation of calcium ion transmembrane transport","BP"
"19646","GO:1903053",0.0462809440807865,0.974653706278751,22,63,"regulation of extracellular matrix organization","BP"
"12616","GO:0048711",0.0462919648155969,0.988396440441517,6,12,"positive regulation of astrocyte differentiation","BP"
"5891","GO:0016788",0.0463863382362253,0.961557053159351,188,705,"hydrolase activity, acting on ester bonds","MF"
"2676","GO:0005778",0.0464002489524164,0.974471430583278,22,65,"peroxisomal membrane","CC"
"7819","GO:0031903",0.0464002489524164,0.974471430583278,22,65,"microbody membrane","CC"
"4564","GO:0010256",0.0464105012546209,0.962154998641106,160,589,"endomembrane system organization","BP"
"5914","GO:0016825",0.0464318590218329,1,2,2,"hydrolase activity, acting on acid phosphorus-nitrogen bonds","MF"
"5610","GO:0016209",0.0464325133272677,0.973481153166078,24,77,"antioxidant activity","MF"
"18719","GO:1900045",0.0464451623104493,0.996567224868804,3,4,"negative regulation of protein K63-linked ubiquitination","BP"
"15296","GO:0070831",0.0464868699503305,0.99065676794231,5,9,"basement membrane assembly","BP"
"2190","GO:0004826",0.0466202086646659,0.996548579700381,3,4,"phenylalanine-tRNA ligase activity","MF"
"3056","GO:0006432",0.0466202086646659,0.996548579700381,3,4,"phenylalanyl-tRNA aminoacylation","BP"
"19609","GO:1902998",0.0466217657909798,1,2,2,"positive regulation of neurofibrillary tangle assembly","BP"
"22047","GO:2001234",0.046685872478496,0.966467039580836,63,218,"negative regulation of apoptotic signaling pathway","BP"
"3460","GO:0007041",0.0466902070049692,0.969510974013358,40,128,"lysosomal transport","BP"
"8618","GO:0033194",0.046692212261153,0.984837101216638,8,18,"response to hydroperoxide","BP"
"2664","GO:0005765",0.0467303119576327,0.963087401304989,120,436,"lysosomal membrane","CC"
